geo_id,geo_id2,name,median_household_income,margin_of_error
1400000US06001403501,6001403501,"Census Tract 4035.01, Alameda County, California",40000,10467
1400000US06001403502,6001403502,"Census Tract 4035.02, Alameda County, California",61000,20736
1400000US06001403600,6001403600,"Census Tract 4036, Alameda County, California",63068,10075
1400000US06001403701,6001403701,"Census Tract 4037.01, Alameda County, California",64044,14967
1400000US06001403702,6001403702,"Census Tract 4037.02, Alameda County, California",72214,11876
1400000US06001403800,6001403800,"Census Tract 4038, Alameda County, California",86250,7968
1400000US06001403900,6001403900,"Census Tract 4039, Alameda County, California",63624,11259
1400000US06001404000,6001404000,"Census Tract 4040, Alameda County, California",72870,10448
1400000US06001404101,6001404101,"Census Tract 4041.01, Alameda County, California",70845,9091
1400000US06001404102,6001404102,"Census Tract 4041.02, Alameda County, California",65139,10179
1400000US06001404200,6001404200,"Census Tract 4042, Alameda County, California",156613,15423
1400000US06001404300,6001404300,"Census Tract 4043, Alameda County, California",178385,22464
1400000US06001404400,6001404400,"Census Tract 4044, Alameda County, California",143664,24222
1400000US06001404501,6001404501,"Census Tract 4045.01, Alameda County, California",176058,13986
1400000US06001404502,6001404502,"Census Tract 4045.02, Alameda County, California",119688,19340
1400000US06001404600,6001404600,"Census Tract 4046, Alameda County, California",155000,14681
1400000US06001404700,6001404700,"Census Tract 4047, Alameda County, California",151083,20416
1400000US06001404800,6001404800,"Census Tract 4048, Alameda County, California",59375,13884
1400000US06001404900,6001404900,"Census Tract 4049, Alameda County, California",73787,5103
1400000US06001405000,6001405000,"Census Tract 4050, Alameda County, California",118207,14114
1400000US06001405100,6001405100,"Census Tract 4051, Alameda County, California",188769,8942
1400000US06001405200,6001405200,"Census Tract 4052, Alameda County, California",72344,10030
1400000US06001405301,6001405301,"Census Tract 4053.01, Alameda County, California",58689,12545
1400000US06001405302,6001405302,"Census Tract 4053.02, Alameda County, California",34567,6843
1400000US06001405401,6001405401,"Census Tract 4054.01, Alameda County, California",34676,9161
1400000US06001405402,6001405402,"Census Tract 4054.02, Alameda County, California",29913,6775
1400000US06001405500,6001405500,"Census Tract 4055, Alameda County, California",47059,10361
1400000US06001405600,6001405600,"Census Tract 4056, Alameda County, California",49295,6964
1400000US06001405700,6001405700,"Census Tract 4057, Alameda County, California",40614,8873
1400000US06001405800,6001405800,"Census Tract 4058, Alameda County, California",43278,7050
1400000US06001405901,6001405901,"Census Tract 4059.01, Alameda County, California",32643,7522
1400000US06001405902,6001405902,"Census Tract 4059.02, Alameda County, California",34408,9110
1400000US06001406000,6001406000,"Census Tract 4060, Alameda County, California",25302,10437
1400000US06001406100,6001406100,"Census Tract 4061, Alameda County, California",50573,19549
1400000US06001406201,6001406201,"Census Tract 4062.01, Alameda County, California",34694,5347
1400000US06001406202,6001406202,"Census Tract 4062.02, Alameda County, California",31402,3919
1400000US06001406300,6001406300,"Census Tract 4063, Alameda County, California",42174,5831
1400000US06001406400,6001406400,"Census Tract 4064, Alameda County, California",55637,5121
1400000US06001406500,6001406500,"Census Tract 4065, Alameda County, California",42462,6970
1400000US06001406601,6001406601,"Census Tract 4066.01, Alameda County, California",50147,9005
1400000US06001406602,6001406602,"Census Tract 4066.02, Alameda County, California",51332,6126
1400000US06001406700,6001406700,"Census Tract 4067, Alameda County, California",70065,12144
1400000US06001406800,6001406800,"Census Tract 4068, Alameda County, California",86629,14497
1400000US06001406900,6001406900,"Census Tract 4069, Alameda County, California",62083,15062
1400000US06001407000,6001407000,"Census Tract 4070, Alameda County, California",39860,13649
1400000US06001407101,6001407101,"Census Tract 4071.01, Alameda County, California",34583,13009
1400000US06001407102,6001407102,"Census Tract 4071.02, Alameda County, California",45051,6511
1400000US06001407200,6001407200,"Census Tract 4072, Alameda County, California",37695,2405
1400000US06001407300,6001407300,"Census Tract 4073, Alameda County, California",51042,13268
1400000US06001407400,6001407400,"Census Tract 4074, Alameda County, California",39953,8598
1400000US06001407500,6001407500,"Census Tract 4075, Alameda County, California",28816,6552
1400000US06001407600,6001407600,"Census Tract 4076, Alameda County, California",46818,12433
1400000US06001407700,6001407700,"Census Tract 4077, Alameda County, California",69493,8451
1400000US06001407800,6001407800,"Census Tract 4078, Alameda County, California",75781,13897
1400000US06001407900,6001407900,"Census Tract 4079, Alameda County, California",99107,16624
1400000US06001408000,6001408000,"Census Tract 4080, Alameda County, California",139706,18518
1400000US06001408100,6001408100,"Census Tract 4081, Alameda County, California",103117,9476
1400000US06001408200,6001408200,"Census Tract 4082, Alameda County, California",49474,12417
1400000US06001408300,6001408300,"Census Tract 4083, Alameda County, California",81648,8955
1400000US06001408400,6001408400,"Census Tract 4084, Alameda County, California",32283,6624
1400000US06001408500,6001408500,"Census Tract 4085, Alameda County, California",43729,6762
1400000US06001408600,6001408600,"Census Tract 4086, Alameda County, California",30453,3704
1400000US06001408700,6001408700,"Census Tract 4087, Alameda County, California",40859,6140
1400000US06001408800,6001408800,"Census Tract 4088, Alameda County, California",27625,3868
1400000US06001408900,6001408900,"Census Tract 4089, Alameda County, California",23081,4297
1400000US06001409000,6001409000,"Census Tract 4090, Alameda County, California",47717,7888
1400000US06001409100,6001409100,"Census Tract 4091, Alameda County, California",35431,5973
1400000US06001409200,6001409200,"Census Tract 4092, Alameda County, California",52381,7254
1400000US06001409300,6001409300,"Census Tract 4093, Alameda County, California",34988,6350
1400000US06001409400,6001409400,"Census Tract 4094, Alameda County, California",37264,6000
1400000US06001409500,6001409500,"Census Tract 4095, Alameda County, California",30913,3456
1400000US06001409600,6001409600,"Census Tract 4096, Alameda County, California",35833,4655
1400000US06001409700,6001409700,"Census Tract 4097, Alameda County, California",36899,4834
1400000US06001409800,6001409800,"Census Tract 4098, Alameda County, California",63819,15463
1400000US06001409900,6001409900,"Census Tract 4099, Alameda County, California",90625,23713
1400000US06001410000,6001410000,"Census Tract 4100, Alameda County, California",107596,12098
1400000US06001410100,6001410100,"Census Tract 4101, Alameda County, California",50000,12843
1400000US06001410200,6001410200,"Census Tract 4102, Alameda County, California",45859,11835
1400000US06001410300,6001410300,"Census Tract 4103, Alameda County, California",35960,4660
1400000US06001410400,6001410400,"Census Tract 4104, Alameda County, California",62963,7307
1400000US06001410500,6001410500,"Census Tract 4105, Alameda County, California",22869,3883
1400000US06001420100,6001420100,"Census Tract 4201, Alameda County, California",117083,17455
1400000US06001420200,6001420200,"Census Tract 4202, Alameda County, California",82206,21462
1400000US06001420300,6001420300,"Census Tract 4203, Alameda County, California",85119,6034
1400000US06001420400,6001420400,"Census Tract 4204, Alameda County, California",38689,6590
1400000US06001420500,6001420500,"Census Tract 4205, Alameda County, California",80404,8000
1400000US06001420600,6001420600,"Census Tract 4206, Alameda County, California",107875,15607
1400000US06001421100,6001421100,"Census Tract 4211, Alameda County, California",148750,26015
1400000US06001421200,6001421200,"Census Tract 4212, Alameda County, California",150673,18905
1400000US06001421300,6001421300,"Census Tract 4213, Alameda County, California",135556,22684
1400000US06001421400,6001421400,"Census Tract 4214, Alameda County, California",132250,19130
1400000US06001421500,6001421500,"Census Tract 4215, Alameda County, California",138929,21840
1400000US06001421600,6001421600,"Census Tract 4216, Alameda County, California",118587,19980
1400000US06001421700,6001421700,"Census Tract 4217, Alameda County, California",68190,9226
1400000US06001421800,6001421800,"Census Tract 4218, Alameda County, California",99821,14631
1400000US06001421900,6001421900,"Census Tract 4219, Alameda County, California",91346,18434
1400000US06001422000,6001422000,"Census Tract 4220, Alameda County, California",60288,20591
1400000US06001422100,6001422100,"Census Tract 4221, Alameda County, California",57865,9479
1400000US06001422200,6001422200,"Census Tract 4222, Alameda County, California",65533,10027
1400000US06001422300,6001422300,"Census Tract 4223, Alameda County, California",57667,11171
1400000US06001422400,6001422400,"Census Tract 4224, Alameda County, California",54554,16048
1400000US06001422500,6001422500,"Census Tract 4225, Alameda County, California",54063,12777
1400000US06001422600,6001422600,"Census Tract 4226, Alameda County, California","250,000+",***
1400000US06001422700,6001422700,"Census Tract 4227, Alameda County, California",27090,5500
1400000US06001422800,6001422800,"Census Tract 4228, Alameda County, California",14196,9919
1400000US06001422900,6001422900,"Census Tract 4229, Alameda County, California",24702,11933
1400000US06001423000,6001423000,"Census Tract 4230, Alameda County, California",74167,25948
1400000US06001423100,6001423100,"Census Tract 4231, Alameda County, California",56111,8934
1400000US06001423200,6001423200,"Census Tract 4232, Alameda County, California",53804,29058
1400000US06001423300,6001423300,"Census Tract 4233, Alameda County, California",72500,14324
1400000US06001423400,6001423400,"Census Tract 4234, Alameda County, California",71506,18487
1400000US06001423500,6001423500,"Census Tract 4235, Alameda County, California",42813,12182
1400000US06001423601,6001423601,"Census Tract 4236.01, Alameda County, California",69398,8742
1400000US06001423602,6001423602,"Census Tract 4236.02, Alameda County, California",25164,6887
1400000US06001423700,6001423700,"Census Tract 4237, Alameda County, California",54487,20126
1400000US06001423800,6001423800,"Census Tract 4238, Alameda County, California",135278,29621
1400000US06001423901,6001423901,"Census Tract 4239.01, Alameda County, California",61543,10355
1400000US06001423902,6001423902,"Census Tract 4239.02, Alameda County, California",85167,24533
1400000US06001424001,6001424001,"Census Tract 4240.01, Alameda County, California",46359,9985
1400000US06001424002,6001424002,"Census Tract 4240.02, Alameda County, California",41895,16225
1400000US06001425101,6001425101,"Census Tract 4251.01, Alameda County, California",73646,15885
1400000US06001425102,6001425102,"Census Tract 4251.02, Alameda County, California",81577,22326
1400000US06001425103,6001425103,"Census Tract 4251.03, Alameda County, California",95146,8373
1400000US06001425104,6001425104,"Census Tract 4251.04, Alameda County, California",56654,14457
1400000US06001426100,6001426100,"Census Tract 4261, Alameda County, California",216771,46407
1400000US06001426200,6001426200,"Census Tract 4262, Alameda County, California",181012,26019
1400000US06001427100,6001427100,"Census Tract 4271, Alameda County, California",103750,15509
1400000US06001427200,6001427200,"Census Tract 4272, Alameda County, California",65096,20483
1400000US06001427300,6001427300,"Census Tract 4273, Alameda County, California",74773,17071
1400000US06001427600,6001427600,"Census Tract 4276, Alameda County, California",41618,9089
1400000US06001427700,6001427700,"Census Tract 4277, Alameda County, California",78497,10033
1400000US06001427800,6001427800,"Census Tract 4278, Alameda County, California",96222,15711
1400000US06001427900,6001427900,"Census Tract 4279, Alameda County, California",78729,7620
1400000US06001428000,6001428000,"Census Tract 4280, Alameda County, California",66621,5236
1400000US06001428100,6001428100,"Census Tract 4281, Alameda County, California",83565,10285
1400000US06001428200,6001428200,"Census Tract 4282, Alameda County, California",88811,17333
1400000US06001428301,6001428301,"Census Tract 4283.01, Alameda County, California",101633,11815
1400000US06001428302,6001428302,"Census Tract 4283.02, Alameda County, California",128438,22146
1400000US06001428400,6001428400,"Census Tract 4284, Alameda County, California",68301,5398
1400000US06001428500,6001428500,"Census Tract 4285, Alameda County, California",66250,12342
1400000US06001428600,6001428600,"Census Tract 4286, Alameda County, California",71953,8422
1400000US06001428700,6001428700,"Census Tract 4287, Alameda County, California",50577,10588
1400000US06001430101,6001430101,"Census Tract 4301.01, Alameda County, California",129203,13911
1400000US06001430102,6001430102,"Census Tract 4301.02, Alameda County, California",106250,28351
1400000US06001430200,6001430200,"Census Tract 4302, Alameda County, California",109890,9325
1400000US06001430300,6001430300,"Census Tract 4303, Alameda County, California",99277,9876
1400000US06001430400,6001430400,"Census Tract 4304, Alameda County, California",107143,21893
1400000US06001430500,6001430500,"Census Tract 4305, Alameda County, California",54824,8216
1400000US06001430600,6001430600,"Census Tract 4306, Alameda County, California",97583,19422
1400000US06001430700,6001430700,"Census Tract 4307, Alameda County, California",99831,13485
1400000US06001430800,6001430800,"Census Tract 4308, Alameda County, California",80625,22571
1400000US06001430900,6001430900,"Census Tract 4309, Alameda County, California",57908,6668
1400000US06001431000,6001431000,"Census Tract 4310, Alameda County, California",61724,10241
1400000US06001431100,6001431100,"Census Tract 4311, Alameda County, California",54440,5403
1400000US06001431200,6001431200,"Census Tract 4312, Alameda County, California",54764,14075
1400000US06001432100,6001432100,"Census Tract 4321, Alameda County, California",94583,14259
1400000US06001432200,6001432200,"Census Tract 4322, Alameda County, California",61094,5074
1400000US06001432300,6001432300,"Census Tract 4323, Alameda County, California",72299,7129
1400000US06001432400,6001432400,"Census Tract 4324, Alameda County, California",52255,12109
1400000US06001432501,6001432501,"Census Tract 4325.01, Alameda County, California",60530,9474
1400000US06001432502,6001432502,"Census Tract 4325.02, Alameda County, California",58110,10177
1400000US06001432600,6001432600,"Census Tract 4326, Alameda County, California",57340,6629
1400000US06001432700,6001432700,"Census Tract 4327, Alameda County, California",81932,11839
1400000US06001432800,6001432800,"Census Tract 4328, Alameda County, California",88125,6486
1400000US06001433000,6001433000,"Census Tract 4330, Alameda County, California",71917,13161
1400000US06001433102,6001433102,"Census Tract 4331.02, Alameda County, California",68952,5713
1400000US06001433103,6001433103,"Census Tract 4331.03, Alameda County, California",51808,9915
1400000US06001433104,6001433104,"Census Tract 4331.04, Alameda County, California",48096,6726
1400000US06001433200,6001433200,"Census Tract 4332, Alameda County, California",52460,11137
1400000US06001433300,6001433300,"Census Tract 4333, Alameda County, California",64315,12738
1400000US06001433400,6001433400,"Census Tract 4334, Alameda County, California",73051,11329
1400000US06001433500,6001433500,"Census Tract 4335, Alameda County, California",76656,17249
1400000US06001433600,6001433600,"Census Tract 4336, Alameda County, California",58077,10217
1400000US06001433700,6001433700,"Census Tract 4337, Alameda County, California",59632,7344
1400000US06001433800,6001433800,"Census Tract 4338, Alameda County, California",49929,6598
1400000US06001433900,6001433900,"Census Tract 4339, Alameda County, California",39604,8342
1400000US06001434000,6001434000,"Census Tract 4340, Alameda County, California",41618,7169
1400000US06001435102,6001435102,"Census Tract 4351.02, Alameda County, California",115123,14934
1400000US06001435103,6001435103,"Census Tract 4351.03, Alameda County, California",155052,23472
1400000US06001435104,6001435104,"Census Tract 4351.04, Alameda County, California",52755,14558
1400000US06001435200,6001435200,"Census Tract 4352, Alameda County, California",97833,14996
1400000US06001435300,6001435300,"Census Tract 4353, Alameda County, California",62931,11477
1400000US06001435400,6001435400,"Census Tract 4354, Alameda County, California",52702,5935
1400000US06001435500,6001435500,"Census Tract 4355, Alameda County, California",50625,7629
1400000US06001435601,6001435601,"Census Tract 4356.01, Alameda County, California",44831,9850
1400000US06001435602,6001435602,"Census Tract 4356.02, Alameda County, California",56489,7431
1400000US06001435700,6001435700,"Census Tract 4357, Alameda County, California",74306,7506
1400000US06001435800,6001435800,"Census Tract 4358, Alameda County, California",63012,5291
1400000US06001435900,6001435900,"Census Tract 4359, Alameda County, California",86154,6861
1400000US06001436000,6001436000,"Census Tract 4360, Alameda County, California",76536,12308
1400000US06001436100,6001436100,"Census Tract 4361, Alameda County, California",72266,13701
1400000US06001436200,6001436200,"Census Tract 4362, Alameda County, California",43516,4412
1400000US06001436300,6001436300,"Census Tract 4363, Alameda County, California",55867,4189
1400000US06001436401,6001436401,"Census Tract 4364.01, Alameda County, California",75263,6453
1400000US06001436402,6001436402,"Census Tract 4364.02, Alameda County, California",118011,10507
1400000US06001436500,6001436500,"Census Tract 4365, Alameda County, California",51875,16061
1400000US06001436601,6001436601,"Census Tract 4366.01, Alameda County, California",60773,4671
1400000US06001436602,6001436602,"Census Tract 4366.02, Alameda County, California",41914,11692
1400000US06001436700,6001436700,"Census Tract 4367, Alameda County, California",78578,12883
1400000US06001436800,6001436800,"Census Tract 4368, Alameda County, California",60904,11013
1400000US06001436900,6001436900,"Census Tract 4369, Alameda County, California",56334,3189
1400000US06001437000,6001437000,"Census Tract 4370, Alameda County, California",69318,7344
1400000US06001437101,6001437101,"Census Tract 4371.01, Alameda County, California",101500,7359
1400000US06001437102,6001437102,"Census Tract 4371.02, Alameda County, California",62682,6669
1400000US06001437200,6001437200,"Census Tract 4372, Alameda County, California",77130,18755
1400000US06001437300,6001437300,"Census Tract 4373, Alameda County, California",67361,8236
1400000US06001437400,6001437400,"Census Tract 4374, Alameda County, California",70664,11268
1400000US06001437500,6001437500,"Census Tract 4375, Alameda County, California",41469,5503
1400000US06001437600,6001437600,"Census Tract 4376, Alameda County, California",59712,8267
1400000US06001437701,6001437701,"Census Tract 4377.01, Alameda County, California",46336,9068
1400000US06001437702,6001437702,"Census Tract 4377.02, Alameda County, California",50225,15007
1400000US06001437800,6001437800,"Census Tract 4378, Alameda County, California",74096,10173
1400000US06001437900,6001437900,"Census Tract 4379, Alameda County, California",59063,14278
1400000US06001438000,6001438000,"Census Tract 4380, Alameda County, California",72898,12690
1400000US06001438100,6001438100,"Census Tract 4381, Alameda County, California",85660,11142
1400000US06001438201,6001438201,"Census Tract 4382.01, Alameda County, California",63715,9912
1400000US06001438203,6001438203,"Census Tract 4382.03, Alameda County, California",72031,15972
1400000US06001438204,6001438204,"Census Tract 4382.04, Alameda County, California",59648,7202
1400000US06001438300,6001438300,"Census Tract 4383, Alameda County, California",69914,10034
1400000US06001438400,6001438400,"Census Tract 4384, Alameda County, California",77750,9126
1400000US06001440100,6001440100,"Census Tract 4401, Alameda County, California",66354,5727
1400000US06001440200,6001440200,"Census Tract 4402, Alameda County, California",60461,9529
1400000US06001440301,6001440301,"Census Tract 4403.01, Alameda County, California",77167,16251
1400000US06001440304,6001440304,"Census Tract 4403.04, Alameda County, California",86071,15143
1400000US06001440305,6001440305,"Census Tract 4403.05, Alameda County, California",98750,10290
1400000US06001440306,6001440306,"Census Tract 4403.06, Alameda County, California",79688,7420
1400000US06001440307,6001440307,"Census Tract 4403.07, Alameda County, California",47917,7749
1400000US06001440308,6001440308,"Census Tract 4403.08, Alameda County, California",71130,11089
1400000US06001440331,6001440331,"Census Tract 4403.31, Alameda County, California",70152,12730
1400000US06001440332,6001440332,"Census Tract 4403.32, Alameda County, California",159545,12923
1400000US06001440333,6001440333,"Census Tract 4403.33, Alameda County, California",106964,15477
1400000US06001440334,6001440334,"Census Tract 4403.34, Alameda County, California",112292,8839
1400000US06001440335,6001440335,"Census Tract 4403.35, Alameda County, California",115962,21283
1400000US06001440336,6001440336,"Census Tract 4403.36, Alameda County, California",77054,13656
1400000US06001441100,6001441100,"Census Tract 4411, Alameda County, California",85316,4384
1400000US06001441200,6001441200,"Census Tract 4412, Alameda County, California",112458,15943
1400000US06001441301,6001441301,"Census Tract 4413.01, Alameda County, California",114620,22064
1400000US06001441302,6001441302,"Census Tract 4413.02, Alameda County, California",101096,13549
1400000US06001441401,6001441401,"Census Tract 4414.01, Alameda County, California",105345,5889
1400000US06001441402,6001441402,"Census Tract 4414.02, Alameda County, California",118871,15168
1400000US06001441501,6001441501,"Census Tract 4415.01, Alameda County, California",130648,23546
1400000US06001441503,6001441503,"Census Tract 4415.03, Alameda County, California",148438,15539
1400000US06001441521,6001441521,"Census Tract 4415.21, Alameda County, California",120688,8566
1400000US06001441522,6001441522,"Census Tract 4415.22, Alameda County, California",94861,23793
1400000US06001441523,6001441523,"Census Tract 4415.23, Alameda County, California",115110,7304
1400000US06001441524,6001441524,"Census Tract 4415.24, Alameda County, California",150719,18497
1400000US06001441601,6001441601,"Census Tract 4416.01, Alameda County, California",99708,17522
1400000US06001441602,6001441602,"Census Tract 4416.02, Alameda County, California",90595,12504
1400000US06001441700,6001441700,"Census Tract 4417, Alameda County, California",91827,6551
1400000US06001441800,6001441800,"Census Tract 4418, Alameda County, California",99391,10202
1400000US06001441921,6001441921,"Census Tract 4419.21, Alameda County, California",106821,5265
1400000US06001441923,6001441923,"Census Tract 4419.23, Alameda County, California",66103,21921
1400000US06001441924,6001441924,"Census Tract 4419.24, Alameda County, California",111442,16702
1400000US06001441925,6001441925,"Census Tract 4419.25, Alameda County, California",102161,13070
1400000US06001441926,6001441926,"Census Tract 4419.26, Alameda County, California",76011,7503
1400000US06001441927,6001441927,"Census Tract 4419.27, Alameda County, California",92532,10733
1400000US06001442000,6001442000,"Census Tract 4420, Alameda County, California",158000,21781
1400000US06001442100,6001442100,"Census Tract 4421, Alameda County, California",151250,18515
1400000US06001442200,6001442200,"Census Tract 4422, Alameda County, California",147375,25461
1400000US06001442301,6001442301,"Census Tract 4423.01, Alameda County, California",82256,5039
1400000US06001442302,6001442302,"Census Tract 4423.02, Alameda County, California",73871,13528
1400000US06001442400,6001442400,"Census Tract 4424, Alameda County, California",100656,10713
1400000US06001442500,6001442500,"Census Tract 4425, Alameda County, California",72445,6194
1400000US06001442601,6001442601,"Census Tract 4426.01, Alameda County, California",121719,23226
1400000US06001442602,6001442602,"Census Tract 4426.02, Alameda County, California",86020,12926
1400000US06001442700,6001442700,"Census Tract 4427, Alameda County, California",105395,29589
1400000US06001442800,6001442800,"Census Tract 4428, Alameda County, California",94300,4038
1400000US06001442900,6001442900,"Census Tract 4429, Alameda County, California",96875,14779
1400000US06001443001,6001443001,"Census Tract 4430.01, Alameda County, California",91979,13402
1400000US06001443002,6001443002,"Census Tract 4430.02, Alameda County, California",81000,5452
1400000US06001443102,6001443102,"Census Tract 4431.02, Alameda County, California",158060,10242
1400000US06001443103,6001443103,"Census Tract 4431.03, Alameda County, California",207460,23324
1400000US06001443104,6001443104,"Census Tract 4431.04, Alameda County, California",126827,14800
1400000US06001443105,6001443105,"Census Tract 4431.05, Alameda County, California",155268,23199
1400000US06001443200,6001443200,"Census Tract 4432, Alameda County, California",185625,44404
1400000US06001443301,6001443301,"Census Tract 4433.01, Alameda County, California",136250,18612
1400000US06001443321,6001443321,"Census Tract 4433.21, Alameda County, California",106250,11181
1400000US06001443322,6001443322,"Census Tract 4433.22, Alameda County, California",144659,15215
1400000US06001444100,6001444100,"Census Tract 4441, Alameda County, California",91598,9426
1400000US06001444200,6001444200,"Census Tract 4442, Alameda County, California",83684,8017
1400000US06001444301,6001444301,"Census Tract 4443.01, Alameda County, California",90294,13273
1400000US06001444302,6001444302,"Census Tract 4443.02, Alameda County, California",72924,13442
1400000US06001444400,6001444400,"Census Tract 4444, Alameda County, California",78922,11242
1400000US06001444500,6001444500,"Census Tract 4445, Alameda County, California",85379,9407
1400000US06001444601,6001444601,"Census Tract 4446.01, Alameda County, California",100165,14456
1400000US06001444602,6001444602,"Census Tract 4446.02, Alameda County, California",103476,8778
1400000US06001450101,6001450101,"Census Tract 4501.01, Alameda County, California",125238,13232
1400000US06001450102,6001450102,"Census Tract 4501.02, Alameda County, California",137543,12596
1400000US06001450200,6001450200,"Census Tract 4502, Alameda County, California",94844,14456
1400000US06001450300,6001450300,"Census Tract 4503, Alameda County, California",102750,11094
1400000US06001450400,6001450400,"Census Tract 4504, Alameda County, California",85870,19287
1400000US06001450501,6001450501,"Census Tract 4505.01, Alameda County, California",120089,19086
1400000US06001450502,6001450502,"Census Tract 4505.02, Alameda County, California",142037,13251
1400000US06001450601,6001450601,"Census Tract 4506.01, Alameda County, California",121319,26228
1400000US06001450602,6001450602,"Census Tract 4506.02, Alameda County, California",133784,10098
1400000US06001450603,6001450603,"Census Tract 4506.03, Alameda County, California",119625,11463
1400000US06001450604,6001450604,"Census Tract 4506.04, Alameda County, California",125313,19360
1400000US06001450605,6001450605,"Census Tract 4506.05, Alameda County, California",122198,8965
1400000US06001450606,6001450606,"Census Tract 4506.06, Alameda County, California",149779,16299
1400000US06001450607,6001450607,"Census Tract 4506.07, Alameda County, California",90739,14352
1400000US06001450701,6001450701,"Census Tract 4507.01, Alameda County, California",191932,22834
1400000US06001450741,6001450741,"Census Tract 4507.41, Alameda County, California",99412,15969
1400000US06001450742,6001450742,"Census Tract 4507.42, Alameda County, California",115000,9010
1400000US06001450743,6001450743,"Census Tract 4507.43, Alameda County, California",98750,21606
1400000US06001450744,6001450744,"Census Tract 4507.44, Alameda County, California",138393,15709
1400000US06001450745,6001450745,"Census Tract 4507.45, Alameda County, California",163850,27338
1400000US06001450746,6001450746,"Census Tract 4507.46, Alameda County, California",90855,33171
1400000US06001450750,6001450750,"Census Tract 4507.50, Alameda County, California",96273,13111
1400000US06001450751,6001450751,"Census Tract 4507.51, Alameda County, California",179148,10447
1400000US06001450752,6001450752,"Census Tract 4507.52, Alameda County, California",168616,15909
1400000US06001451101,6001451101,"Census Tract 4511.01, Alameda County, California",135375,27216
1400000US06001451102,6001451102,"Census Tract 4511.02, Alameda County, California",151522,16803
1400000US06001451201,6001451201,"Census Tract 4512.01, Alameda County, California",93887,8935
1400000US06001451202,6001451202,"Census Tract 4512.02, Alameda County, California",106914,15037
1400000US06001451300,6001451300,"Census Tract 4513, Alameda County, California",99911,19073
1400000US06001451401,6001451401,"Census Tract 4514.01, Alameda County, California",87865,12809
1400000US06001451403,6001451403,"Census Tract 4514.03, Alameda County, California",103304,28677
1400000US06001451404,6001451404,"Census Tract 4514.04, Alameda County, California",54875,9098
1400000US06001451501,6001451501,"Census Tract 4515.01, Alameda County, California",82596,23009
1400000US06001451503,6001451503,"Census Tract 4515.03, Alameda County, California",85735,11070
1400000US06001451504,6001451504,"Census Tract 4515.04, Alameda County, California",105250,26527
1400000US06001451505,6001451505,"Census Tract 4515.05, Alameda County, California",143393,12864
1400000US06001451506,6001451506,"Census Tract 4515.06, Alameda County, California",76830,31355
1400000US06001451601,6001451601,"Census Tract 4516.01, Alameda County, California",134517,10978
1400000US06001451602,6001451602,"Census Tract 4516.02, Alameda County, California",87801,19484
1400000US06001451701,6001451701,"Census Tract 4517.01, Alameda County, California",102763,8997
1400000US06001451703,6001451703,"Census Tract 4517.03, Alameda County, California",130980,22929
1400000US06001451704,6001451704,"Census Tract 4517.04, Alameda County, California",91099,9586
1400000US06001981900,6001981900,"Census Tract 9819, Alameda County, California",95313,64612
1400000US06001982000,6001982000,"Census Tract 9820, Alameda County, California",138750,40610
